gaze_timestamp,gaze_x,gaze_y,confidence,ui_image,ui_timestamp,time_diff,gaze_target_raw,gaze_target
1764105656.269000,1194.0,143.0,high,frame_000034_1764105656282.jpg,1764105656.282000,0.0130,11,irrelevant
1764105656.368000,1184.0,207.0,high,frame_000035_1764105656400.jpg,1764105656.400000,0.0320,11,irrelevant
1764105656.467000,1176.0,268.0,high,frame_000036_1764105656521.jpg,1764105656.521000,0.0540,11,irrelevant
1764105656.572000,1128.0,395.0,high,frame_000036_1764105656521.jpg,1764105656.521000,0.0510,2,road center
1764105656.668000,1098.0,428.0,high,frame_000037_1764105656641.jpg,1764105656.641000,0.0270,1,road center
1764105656.769000,1092.0,443.0,high,frame_000038_1764105656759.jpg,1764105656.759000,0.0100,1,road center
1764105656.869000,1040.0,448.0,high,frame_000039_1764105656871.jpg,1764105656.871000,0.0020,1,road center
1764105656.968000,1037.0,454.0,high,frame_000040_1764105656984.jpg,1764105656.984000,0.0160,1,road center
1764105657.068000,1033.0,468.0,high,frame_000041_1764105657099.jpg,1764105657.099000,0.0310,1,road center
1764105657.168000,1032.0,472.0,high,frame_000042_1764105657215.jpg,1764105657.215000,0.0470,1,road center
1764105657.268000,998.0,469.0,high,frame_000042_1764105657215.jpg,1764105657.215000,0.0530,1,road center
1764105657.370000,987.0,471.0,high,frame_000043_1764105657330.jpg,1764105657.330000,0.0400,1,road center
1764105657.469000,991.0,475.0,high,frame_000044_1764105657451.jpg,1764105657.451000,0.0180,1,road center
1764105657.570000,990.0,464.0,high,frame_000045_1764105657562.jpg,1764105657.562000,0.0080,1,road center
1764105657.667000,1006.0,458.0,high,frame_000046_1764105657680.jpg,1764105657.680000,0.0130,1,road center
1764105657.767000,985.0,453.0,high,frame_000047_1764105657799.jpg,1764105657.799000,0.0320,1,road center
1764105657.871000,992.0,452.0,high,frame_000048_1764105657913.jpg,1764105657.913000,0.0420,1,road center
1764105657.968000,997.0,456.0,high,frame_000048_1764105657913.jpg,1764105657.913000,0.0550,1,road center
1764105658.068000,996.0,457.0,high,frame_000049_1764105658036.jpg,1764105658.036000,0.0320,1,road center
1764105658.170000,999.0,456.0,high,frame_000050_1764105658152.jpg,1764105658.152000,0.0180,1,road center
1764105658.270000,984.0,449.0,high,frame_000051_1764105658268.jpg,1764105658.268000,0.0020,1,road center
1764105658.367000,986.0,424.0,high,frame_000052_1764105658382.jpg,1764105658.382000,0.0150,1,road center
1764105658.469000,959.0,421.0,high,frame_000053_1764105658501.jpg,1764105658.501000,0.0320,1,road center
1764105658.577000,930.0,428.0,high,frame_000054_1764105658609.jpg,1764105658.609000,0.0320,1,road center
1764105658.669000,934.0,439.0,high,frame_000055_1764105658721.jpg,1764105658.721000,0.0520,1,road center
1764105658.767000,938.0,452.0,high,frame_000055_1764105658721.jpg,1764105658.721000,0.0460,1,road center
1764105658.869000,946.0,467.0,high,frame_000056_1764105658843.jpg,1764105658.843000,0.0260,1,road center
1764105658.967000,943.0,480.0,high,frame_000057_1764105658958.jpg,1764105658.958000,0.0090,1,road center
1764105659.068000,959.0,477.0,high,frame_000058_1764105659076.jpg,1764105659.076000,0.0080,1,road center
1764105659.168000,973.0,477.0,high,frame_000059_1764105659190.jpg,1764105659.190000,0.0220,1,road center
1764105659.268000,983.0,468.0,high,frame_000060_1764105659306.jpg,1764105659.306000,0.0380,1,road center
1764105659.368000,974.0,460.0,high,frame_000061_1764105659420.jpg,1764105659.420000,0.0520,1,road center
1764105659.468000,982.0,455.0,high,frame_000061_1764105659420.jpg,1764105659.420000,0.0480,1,road center
1764105659.569000,977.0,436.0,high,frame_000062_1764105659535.jpg,1764105659.535000,0.0340,1,road center
1764105659.668000,960.0,423.0,high,frame_000063_1764105659649.jpg,1764105659.649000,0.0190,1,road center
1764105659.769000,937.0,416.0,high,frame_000064_1764105659750.jpg,1764105659.750000,0.0190,1,road center
1764105659.869000,941.0,411.0,high,frame_000065_1764105659866.jpg,1764105659.866000,0.0030,1,road center
1764105659.969000,945.0,422.0,high,frame_000066_1764105659981.jpg,1764105659.981000,0.0120,1,road center
1764105660.067000,913.0,422.0,high,frame_000067_1764105660097.jpg,1764105660.097000,0.0300,1,road center
1764105660.169000,897.0,436.0,high,frame_000068_1764105660217.jpg,1764105660.217000,0.0480,1,road center
1764105660.268000,871.0,456.0,high,frame_000068_1764105660217.jpg,1764105660.217000,0.0510,1,road center
1764105660.368000,867.0,452.0,high,frame_000069_1764105660327.jpg,1764105660.327000,0.0410,1,road center
1764105660.468000,863.0,454.0,high,frame_000070_1764105660440.jpg,1764105660.440000,0.0280,1,road center
1764105660.569000,876.0,438.0,high,frame_000071_1764105660555.jpg,1764105660.555000,0.0140,1,road center
1764105660.670000,886.0,436.0,high,frame_000072_1764105660672.jpg,1764105660.672000,0.0020,1,road center
1764105660.768000,891.0,408.0,high,frame_000073_1764105660784.jpg,1764105660.784000,0.0160,1,road center
1764105660.869000,897.0,400.0,high,frame_000074_1764105660898.jpg,1764105660.898000,0.0290,2,road center
1764105660.967000,898.0,394.0,high,frame_000075_1764105661014.jpg,1764105661.014000,0.0470,2,road center
1764105661.072000,897.0,398.0,high,frame_000075_1764105661014.jpg,1764105661.014000,0.0580,2,road center
1764105661.169000,888.0,371.0,high,frame_000076_1764105661136.jpg,1764105661.136000,0.0330,3,irrelevant
1764105661.268000,899.0,292.0,high,frame_000077_1764105661257.jpg,1764105661.257000,0.0110,3,irrelevant
1764105661.367000,863.0,288.0,high,frame_000078_1764105661376.jpg,1764105661.376000,0.0090,3,irrelevant
1764105661.471000,841.0,293.0,high,frame_000079_1764105661494.jpg,1764105661.494000,0.0230,22,uncertain
1764105661.567000,762.0,316.0,high,frame_000080_1764105661609.jpg,1764105661.609000,0.0420,3,irrelevant
1764105661.668000,726.0,321.0,high,frame_000081_1764105661720.jpg,1764105661.720000,0.0520,3,irrelevant
1764105661.769000,708.0,350.0,high,frame_000081_1764105661720.jpg,1764105661.720000,0.0490,3,irrelevant
1764105661.869000,710.0,357.0,high,frame_000082_1764105661837.jpg,1764105661.837000,0.0320,3,irrelevant
1764105661.968000,732.0,375.0,high,frame_000083_1764105661954.jpg,1764105661.954000,0.0140,3,irrelevant
1764105662.069000,748.0,389.0,high,frame_000084_1764105662068.jpg,1764105662.068000,0.0010,2,road center
1764105662.167000,755.0,391.0,high,frame_000085_1764105662187.jpg,1764105662.187000,0.0200,2,road center
1764105662.267000,728.0,405.0,high,frame_000086_1764105662301.jpg,1764105662.301000,0.0340,1,road center
1764105662.367000,538.0,405.0,high,frame_000087_1764105662415.jpg,1764105662.415000,0.0480,1,road center
1764105662.467000,445.0,411.0,high,frame_000087_1764105662415.jpg,1764105662.415000,0.0520,1,road center
1764105662.569000,445.0,399.0,high,frame_000088_1764105662533.jpg,1764105662.533000,0.0360,1,road center
1764105662.670000,457.0,391.0,high,frame_000089_1764105662645.jpg,1764105662.645000,0.0250,1,road center
1764105662.770000,479.0,391.0,high,frame_000090_1764105662757.jpg,1764105662.757000,0.0130,1,road center
1764105662.868000,607.0,405.0,high,frame_000091_1764105662873.jpg,1764105662.873000,0.0050,1,road center
1764105662.971000,654.0,420.0,high,frame_000092_1764105662985.jpg,1764105662.985000,0.0140,1,road center
1764105663.068000,678.0,419.0,high,frame_000093_1764105663102.jpg,1764105663.102000,0.0340,1,road center
1764105663.168000,585.0,410.0,high,frame_000094_1764105663218.jpg,1764105663.218000,0.0500,1,road center
1764105663.269000,498.0,403.0,high,frame_000094_1764105663218.jpg,1764105663.218000,0.0510,1,road center
1764105663.369000,492.0,406.0,high,frame_000095_1764105663336.jpg,1764105663.336000,0.0330,1,road center
1764105663.469000,496.0,400.0,high,frame_000096_1764105663450.jpg,1764105663.450000,0.0190,1,road center
1764105663.568000,495.0,392.0,high,frame_000097_1764105663576.jpg,1764105663.576000,0.0080,1,road center
1764105663.669000,500.0,385.0,high,frame_000098_1764105663685.jpg,1764105663.685000,0.0160,1,road center
1764105663.768000,517.0,392.0,high,frame_000099_1764105663801.jpg,1764105663.801000,0.0330,1,road center
1764105663.869000,548.0,386.0,high,frame_000100_1764105663921.jpg,1764105663.921000,0.0520,1,road center
1764105663.967000,696.0,397.0,high,frame_000100_1764105663921.jpg,1764105663.921000,0.0460,1,road center
1764105664.069000,750.0,396.0,high,frame_000101_1764105664033.jpg,1764105664.033000,0.0360,1,road center
1764105664.172000,819.0,376.0,high,frame_000102_1764105664150.jpg,1764105664.150000,0.0220,2,road center
1764105664.269000,778.0,380.0,high,frame_000103_1764105664267.jpg,1764105664.267000,0.0020,2,road center
1764105664.368000,749.0,358.0,high,frame_000104_1764105664380.jpg,1764105664.380000,0.0120,3,irrelevant
1764105664.468000,736.0,357.0,high,frame_000105_1764105664494.jpg,1764105664.494000,0.0260,21,cone
1764105664.568000,732.0,356.0,high,frame_000106_1764105664609.jpg,1764105664.609000,0.0410,21,cone
1764105664.668000,767.0,357.0,high,frame_000106_1764105664609.jpg,1764105664.609000,0.0590,3,irrelevant
1764105664.771000,770.0,345.0,high,frame_000107_1764105664733.jpg,1764105664.733000,0.0380,3,irrelevant
1764105664.868000,797.0,338.0,high,frame_000108_1764105664847.jpg,1764105664.847000,0.0210,21,cone
1764105664.970000,801.0,342.0,high,frame_000109_1764105664961.jpg,1764105664.961000,0.0090,3,irrelevant
1764105665.070000,798.0,345.0,high,frame_000110_1764105665077.jpg,1764105665.077000,0.0070,3,irrelevant
1764105665.167000,792.0,348.0,high,frame_000111_1764105665192.jpg,1764105665.192000,0.0250,21,cone
1764105665.268000,824.0,353.0,high,frame_000112_1764105665310.jpg,1764105665.310000,0.0420,21,cone
1764105665.370000,822.0,356.0,high,frame_000113_1764105665423.jpg,1764105665.423000,0.0530,21,cone
1764105665.469000,825.0,377.0,high,frame_000113_1764105665423.jpg,1764105665.423000,0.0460,2,road center
1764105665.568000,844.0,378.0,high,frame_000114_1764105665538.jpg,1764105665.538000,0.0300,2,road center
1764105665.669000,862.0,369.0,high,frame_000115_1764105665653.jpg,1764105665.653000,0.0160,2,road center
1764105665.767000,864.0,367.0,high,frame_000116_1764105665767.jpg,1764105665.767000,0.0000,21,cone
1764105665.868000,868.0,357.0,high,frame_000117_1764105665880.jpg,1764105665.880000,0.0120,21,cone
1764105665.970000,876.0,327.0,high,frame_000118_1764105666004.jpg,1764105666.004000,0.0340,21,cone
1764105666.067000,904.0,332.0,high,frame_000119_1764105666121.jpg,1764105666.121000,0.0540,3,irrelevant
1764105666.167000,938.0,338.0,high,frame_000119_1764105666121.jpg,1764105666.121000,0.0460,3,irrelevant
1764105666.269000,938.0,361.0,high,frame_000120_1764105666236.jpg,1764105666.236000,0.0330,3,irrelevant
1764105666.368000,940.0,381.0,high,frame_000121_1764105666355.jpg,1764105666.355000,0.0130,2,road center
1764105666.469000,935.0,371.0,high,frame_000122_1764105666467.jpg,1764105666.467000,0.0020,21,cone
1764105666.568000,933.0,376.0,high,frame_000123_1764105666581.jpg,1764105666.581000,0.0130,2,road center
1764105666.669000,901.0,387.0,high,frame_000124_1764105666697.jpg,1764105666.697000,0.0280,2,road center
1764105666.768000,903.0,395.0,high,frame_000125_1764105666815.jpg,1764105666.815000,0.0470,1,road center
1764105666.868000,894.0,387.0,high,frame_000125_1764105666815.jpg,1764105666.815000,0.0530,2,road center
1764105666.968000,901.0,385.0,high,frame_000126_1764105666936.jpg,1764105666.936000,0.0320,2,road center
1764105667.068000,884.0,382.0,high,frame_000127_1764105667054.jpg,1764105667.054000,0.0140,2,road center
1764105667.168000,854.0,366.0,high,frame_000128_1764105667169.jpg,1764105667.169000,0.0010,2,road center
1764105667.268000,864.0,355.0,high,frame_000129_1764105667291.jpg,1764105667.291000,0.0230,21,cone
1764105667.368000,850.0,347.0,high,frame_000130_1764105667406.jpg,1764105667.406000,0.0380,21,cone
1764105667.467000,847.0,347.0,high,frame_000130_1764105667406.jpg,1764105667.406000,0.0610,21,cone
1764105667.567000,848.0,338.0,high,frame_000131_1764105667530.jpg,1764105667.530000,0.0370,21,cone
1764105667.667000,842.0,333.0,high,frame_000132_1764105667644.jpg,1764105667.644000,0.0230,21,cone
1764105667.769000,869.0,331.0,high,frame_000133_1764105667762.jpg,1764105667.762000,0.0070,21,cone
1764105667.867000,875.0,320.0,high,frame_000134_1764105667876.jpg,1764105667.876000,0.0090,11,irrelevant
1764105667.968000,896.0,313.0,high,frame_000135_1764105667992.jpg,1764105667.992000,0.0240,11,irrelevant
1764105668.067000,892.0,317.0,high,frame_000136_1764105668107.jpg,1764105668.107000,0.0400,7,traffic light
1764105668.167000,903.0,320.0,high,frame_000137_1764105668223.jpg,1764105668.223000,0.0560,7,traffic light
1764105668.267000,927.0,346.0,high,frame_000137_1764105668223.jpg,1764105668.223000,0.0440,22,uncertain
1764105668.368000,951.0,351.0,high,frame_000138_1764105668336.jpg,1764105668.336000,0.0320,21,cone
1764105668.468000,964.0,354.0,high,frame_000139_1764105668454.jpg,1764105668.454000,0.0140,21,cone
1764105668.568000,977.0,359.0,high,frame_000140_1764105668569.jpg,1764105668.569000,0.0010,21,cone
1764105668.668000,995.0,371.0,high,frame_000141_1764105668682.jpg,1764105668.682000,0.0140,2,road center
1764105668.770000,1008.0,369.0,high,frame_000142_1764105668807.jpg,1764105668.807000,0.0370,2,road center
1764105668.868000,1090.0,375.0,high,frame_000143_1764105668922.jpg,1764105668.922000,0.0540,2,road center
1764105668.967000,1094.0,381.0,high,frame_000143_1764105668922.jpg,1764105668.922000,0.0450,2,road center
1764105669.068000,1119.0,381.0,high,frame_000144_1764105669041.jpg,1764105669.041000,0.0270,2,road center
1764105669.167000,1115.0,382.0,high,frame_000145_1764105669157.jpg,1764105669.157000,0.0100,2,road center
1764105669.268000,1142.0,395.0,high,frame_000146_1764105669271.jpg,1764105669.271000,0.0030,2,road center
1764105669.367000,1166.0,417.0,high,frame_000147_1764105669388.jpg,1764105669.388000,0.0210,1,road center
1764105669.468000,1179.0,414.0,high,frame_000148_1764105669510.jpg,1764105669.510000,0.0420,1,road center
1764105669.570000,1223.0,421.0,high,frame_000149_1764105669627.jpg,1764105669.627000,0.0570,1,road center
1764105669.667000,1260.0,409.0,high,frame_000149_1764105669627.jpg,1764105669.627000,0.0400,1,road center
1764105669.768000,1260.0,401.0,high,frame_000150_1764105669749.jpg,1764105669.749000,0.0190,2,road center
1764105669.869000,1274.0,409.0,high,frame_000151_1764105669860.jpg,1764105669.860000,0.0090,1,road center
1764105669.972000,1270.0,418.0,high,frame_000152_1764105669976.jpg,1764105669.976000,0.0040,1,road center
1764105670.068000,1269.0,422.0,high,frame_000153_1764105670087.jpg,1764105670.087000,0.0190,1,road center
1764105670.169000,1288.0,424.0,high,frame_000154_1764105670207.jpg,1764105670.207000,0.0380,1,road center
1764105670.267000,1343.0,433.0,high,frame_000155_1764105670317.jpg,1764105670.317000,0.0500,1,road center
1764105670.368000,1435.0,437.0,high,frame_000155_1764105670317.jpg,1764105670.317000,0.0510,1,road center
1764105670.468000,1483.0,420.0,high,frame_000156_1764105670430.jpg,1764105670.430000,0.0380,2,road center
1764105670.568000,1504.0,409.0,high,frame_000157_1764105670546.jpg,1764105670.546000,0.0220,2,road center
1764105670.669000,1499.0,407.0,high,frame_000158_1764105670660.jpg,1764105670.660000,0.0090,2,road center
1764105670.768000,1490.0,403.0,high,frame_000159_1764105670782.jpg,1764105670.782000,0.0140,2,road center
1764105670.868000,1476.0,405.0,high,frame_000160_1764105670893.jpg,1764105670.893000,0.0250,2,road center
1764105670.967000,1502.0,406.0,high,frame_000161_1764105671011.jpg,1764105671.011000,0.0440,2,road center
1764105671.071000,1486.0,403.0,high,frame_000162_1764105671122.jpg,1764105671.122000,0.0510,2,road center
1764105671.168000,1449.0,397.0,high,frame_000162_1764105671122.jpg,1764105671.122000,0.0460,0,workzone element
1764105671.268000,1416.0,403.0,high,frame_000163_1764105671236.jpg,1764105671.236000,0.0320,2,road center
1764105671.368000,1408.0,400.0,high,frame_000164_1764105671357.jpg,1764105671.357000,0.0110,2,road center
1764105671.469000,1382.0,389.0,high,frame_000165_1764105671468.jpg,1764105671.468000,0.0010,0,workzone element
1764105671.568000,1387.0,374.0,high,frame_000166_1764105671584.jpg,1764105671.584000,0.0160,0,workzone element
1764105671.672000,1376.0,343.0,high,frame_000167_1764105671696.jpg,1764105671.696000,0.0240,3,irrelevant
1764105671.768000,1376.0,337.0,high,frame_000168_1764105671816.jpg,1764105671.816000,0.0480,3,irrelevant
1764105671.868000,1373.0,342.0,high,frame_000168_1764105671816.jpg,1764105671.816000,0.0520,3,irrelevant
1764105671.969000,1349.0,360.0,high,frame_000169_1764105671931.jpg,1764105671.931000,0.0380,3,irrelevant
1764105672.067000,1337.0,382.0,high,frame_000170_1764105672051.jpg,1764105672.051000,0.0160,2,road center
1764105672.168000,1342.0,411.0,high,frame_000171_1764105672164.jpg,1764105672.164000,0.0040,1,road center
1764105672.267000,1360.0,433.0,high,frame_000172_1764105672277.jpg,1764105672.277000,0.0100,1,road center
1764105672.372000,1358.0,436.0,high,frame_000173_1764105672392.jpg,1764105672.392000,0.0200,1,road center
1764105672.469000,1342.0,429.0,high,frame_000174_1764105672511.jpg,1764105672.511000,0.0420,1,road center
1764105672.568000,1329.0,400.0,high,frame_000174_1764105672511.jpg,1764105672.511000,0.0570,2,road center
1764105672.668000,1327.0,336.0,high,frame_000175_1764105672626.jpg,1764105672.626000,0.0420,6,irrelevant
1764105672.768000,1315.0,283.0,high,frame_000176_1764105672740.jpg,1764105672.740000,0.0280,6,irrelevant
1764105672.869000,1291.0,238.0,high,frame_000177_1764105672854.jpg,1764105672.854000,0.0150,11,irrelevant
1764105672.969000,1281.0,226.0,high,frame_000178_1764105672967.jpg,1764105672.967000,0.0020,11,irrelevant
1764105673.068000,1276.0,190.0,high,frame_000179_1764105673082.jpg,1764105673.082000,0.0140,6,irrelevant
1764105673.168000,1254.0,186.0,high,frame_000180_1764105673205.jpg,1764105673.205000,0.0370,11,irrelevant
1764105673.270000,1247.0,179.0,high,frame_000181_1764105673318.jpg,1764105673.318000,0.0480,11,irrelevant
1764105673.368000,1213.0,205.0,high,frame_000181_1764105673318.jpg,1764105673.318000,0.0500,11,irrelevant
1764105673.468000,1205.0,272.0,high,frame_000182_1764105673431.jpg,1764105673.431000,0.0370,22,uncertain
1764105673.568000,1187.0,331.0,high,frame_000183_1764105673546.jpg,1764105673.546000,0.0220,11,irrelevant
1764105673.669000,1189.0,369.0,high,frame_000184_1764105673660.jpg,1764105673.660000,0.0090,2,road center
1764105673.767000,1206.0,355.0,high,frame_000185_1764105673776.jpg,1764105673.776000,0.0090,11,irrelevant
1764105673.868000,1211.0,366.0,high,frame_000186_1764105673894.jpg,1764105673.894000,0.0260,9,irrelevant
1764105673.969000,1229.0,371.0,high,frame_000187_1764105674016.jpg,1764105674.016000,0.0470,2,road center
1764105674.068000,1283.0,369.0,high,frame_000187_1764105674016.jpg,1764105674.016000,0.0520,2,road center
1764105674.168000,1301.0,349.0,high,frame_000188_1764105674134.jpg,1764105674.134000,0.0340,11,irrelevant
1764105674.269000,1289.0,356.0,high,frame_000189_1764105674247.jpg,1764105674.247000,0.0220,6,irrelevant
1764105674.367000,1283.0,372.0,high,frame_000190_1764105674360.jpg,1764105674.360000,0.0070,2,road center
1764105674.468000,1304.0,371.0,high,frame_000191_1764105674475.jpg,1764105674.475000,0.0070,2,road center
1764105674.569000,1328.0,367.0,high,frame_000192_1764105674586.jpg,1764105674.586000,0.0170,23,irrelevant
1764105674.668000,1345.0,370.0,high,frame_000193_1764105674703.jpg,1764105674.703000,0.0350,23,irrelevant
1764105674.768000,1332.0,368.0,high,frame_000194_1764105674819.jpg,1764105674.819000,0.0510,20,irrelevant
1764105674.869000,1320.0,377.0,high,frame_000194_1764105674819.jpg,1764105674.819000,0.0500,2,road center
1764105674.968000,1314.0,371.0,high,frame_000195_1764105674934.jpg,1764105674.934000,0.0340,23,irrelevant
1764105675.069000,1311.0,373.0,high,frame_000196_1764105675048.jpg,1764105675.048000,0.0210,2,road center
1764105675.167000,1307.0,386.0,high,frame_000197_1764105675163.jpg,1764105675.163000,0.0040,2,road center
1764105675.269000,1309.0,401.0,high,frame_000198_1764105675281.jpg,1764105675.281000,0.0120,2,road center
1764105675.368000,1298.0,408.0,high,frame_000199_1764105675395.jpg,1764105675.395000,0.0270,2,road center
1764105675.467000,1277.0,410.0,high,frame_000200_1764105675508.jpg,1764105675.508000,0.0410,1,road center
1764105675.569000,1255.0,407.0,high,frame_000201_1764105675622.jpg,1764105675.622000,0.0530,2,road center
1764105675.670000,1254.0,390.0,high,frame_000201_1764105675622.jpg,1764105675.622000,0.0480,2,road center
1764105675.768000,1250.0,380.0,high,frame_000202_1764105675737.jpg,1764105675.737000,0.0310,2,road center
1764105675.868000,1254.0,379.0,high,frame_000203_1764105675851.jpg,1764105675.851000,0.0170,2,road center
1764105675.968000,1220.0,378.0,high,frame_000204_1764105675971.jpg,1764105675.971000,0.0030,6,irrelevant
1764105676.068000,1192.0,367.0,high,frame_000205_1764105676085.jpg,1764105676.085000,0.0170,19,vehicle
1764105676.168000,1186.0,367.0,high,frame_000206_1764105676199.jpg,1764105676.199000,0.0310,9,irrelevant
1764105676.267000,1192.0,366.0,high,frame_000207_1764105676317.jpg,1764105676.317000,0.0500,9,irrelevant
1764105676.368000,1168.0,366.0,high,frame_000207_1764105676317.jpg,1764105676.317000,0.0510,9,irrelevant
1764105676.468000,1128.0,363.0,high,frame_000208_1764105676431.jpg,1764105676.431000,0.0370,9,irrelevant
1764105676.568000,1110.0,361.0,high,frame_000209_1764105676545.jpg,1764105676.545000,0.0230,9,irrelevant
1764105676.668000,1108.0,366.0,high,frame_000210_1764105676660.jpg,1764105676.660000,0.0080,9,irrelevant
1764105676.770000,1102.0,376.0,high,frame_000211_1764105676775.jpg,1764105676.775000,0.0050,9,irrelevant
1764105676.868000,1105.0,375.0,high,frame_000212_1764105676889.jpg,1764105676.889000,0.0210,9,irrelevant
1764105676.969000,1096.0,370.0,high,frame_000213_1764105677004.jpg,1764105677.004000,0.0350,9,irrelevant
1764105677.068000,1059.0,364.0,high,frame_000214_1764105677118.jpg,1764105677.118000,0.0500,20,irrelevant
1764105677.168000,1003.0,354.0,high,frame_000214_1764105677118.jpg,1764105677.118000,0.0500,3,irrelevant
1764105677.268000,1014.0,361.0,high,frame_000215_1764105677232.jpg,1764105677.232000,0.0360,9,irrelevant
1764105677.369000,1023.0,361.0,high,frame_000216_1764105677345.jpg,1764105677.345000,0.0240,9,irrelevant
1764105677.471000,1032.0,364.0,high,frame_000217_1764105677459.jpg,1764105677.459000,0.0120,9,irrelevant
